trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
211,False,"{'a': 0.5, 'e': 0.11995712819347787}",20,0,1.5118814599021406,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
212,False,"{'a': 0.5, 'e': 0.11875755691154309}",25,0,40.300363841444,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
213,False,"{'a': 0.5, 'e': 0.11756998134242766}",20,0,21.99486052011229,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
214,False,"{'a': 0.5, 'e': 0.11639428152900338}",20,4,26.03735264642021,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
215,False,"{'a': 0.5, 'e': 0.11523033871371334}",25,7,26.19809610667445,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
216,False,"{'a': 0.5, 'e': 0.1140780353265762}",20,0,31.310412234285092,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
217,False,"{'a': 0.5, 'e': 0.11293725497331045}",25,15,18.497378498501376,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
218,False,"{'a': 0.5, 'e': 0.11180788242357734}",25,7,23.885372736327298,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
219,False,"{'a': 0.5, 'e': 0.11068980359934157}",25,19,12.791577877956662,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
220,False,"{'a': 0.5, 'e': 0.10958290556334815}",20,10,-47.09133090149145,"{0: 8, 1: 0, 2: 0, 3: 1, 4: 1}",1
221,False,"{'a': 0.5, 'e': 0.10848707650771466}",35,19,30.80344079623459,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
222,False,"{'a': 0.5, 'e': 0.10740220574263752}",20,7,24.6482564344874,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
223,False,"{'a': 0.5, 'e': 0.10632818368521114}",25,0,-22.888391150007266,"{0: 22, 1: 1, 2: 1, 3: 0, 4: 1}",0
224,False,"{'a': 0.5, 'e': 0.10526490184835903}",20,5,15.503624057530466,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
225,False,"{'a': 0.5, 'e': 0.10421225282987544}",25,15,20.63243574752574,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
226,False,"{'a': 0.5, 'e': 0.10317013030157669}",20,1,-11.92823003448566,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 1}",1
227,False,"{'a': 0.5, 'e': 0.10213842899856092}",25,6,13.012291132778945,"{0: 17, 1: 2, 2: 0, 3: 0, 4: 0}",1
228,False,"{'a': 0.5, 'e': 0.10111704470857531}",20,15,9.42896727801579,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
229,False,"{'a': 0.5, 'e': 0.10010587426148955}",20,11,2.4026900322169373,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
230,False,"{'a': 0.5, 'e': 0.09910481551887466}",20,0,-8.618127862622119,"{0: 17, 1: 1, 2: 1, 3: 1, 4: 0}",0
231,False,"{'a': 0.5, 'e': 0.0981137673636859}",20,0,2.3638098634296236,"{0: 18, 1: 1, 2: 0, 3: 1, 4: 0}",0
232,False,"{'a': 0.5, 'e': 0.09713262969004904}",25,11,16.865994907848187,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
233,False,"{'a': 0.5, 'e': 0.09616130339314856}",20,12,16.002913438525947,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
234,False,"{'a': 0.5, 'e': 0.09519969035921708}",25,14,18.24599389726345,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
235,False,"{'a': 0.5, 'e': 0.0942476934556249}",20,14,11.028861106175087,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
236,False,"{'a': 0.5, 'e': 0.09330521652106866}",30,20,19.969374389609346,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
237,False,"{'a': 0.5, 'e': 0.09237216435585796}",25,20,10.607169955982389,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
238,False,"{'a': 0.5, 'e': 0.09144844271229938}",20,0,11.884803198110141,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
239,False,"{'a': 0.5, 'e': 0.0905339582851764}",20,7,15.596124333442933,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
240,False,"{'a': 0.5, 'e': 0.08962861870232462}",25,11,23.230460073252726,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
241,False,"{'a': 0.5, 'e': 0.08873233251530138}",20,9,11.899051840379817,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
242,False,"{'a': 0.5, 'e': 0.08784500919014836}",20,8,7.970345626699229,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
243,False,"{'a': 0.5, 'e': 0.08696655909824688}",25,13,18.558821382216177,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
244,False,"{'a': 0.5, 'e': 0.0860968935072644}",25,10,22.59553326090608,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
245,False,"{'a': 0.5, 'e': 0.08523592457219176}",20,0,-50.17799210011501,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 2}",0
246,False,"{'a': 0.5, 'e': 0.08438356532646984}",20,16,6.862818283409579,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
247,False,"{'a': 0.5, 'e': 0.08353972967320515}",20,0,22.83507844242954,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
248,False,"{'a': 0.5, 'e': 0.0827043323764731}",30,11,11.943432558988997,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 0}",1
249,False,"{'a': 0.5, 'e': 0.08187728905270836}",20,0,29.767970806774077,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
250,False,"{'a': 0.5, 'e': 0.08105851616218128}",20,7,15.274614778588521,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
251,False,"{'a': 0.5, 'e': 0.08024793100055946}",20,3,31.624189234759093,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
252,False,"{'a': 0.5, 'e': 0.07944545169055386}",25,9,19.463384305444684,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
253,False,"{'a': 0.5, 'e': 0.07865099717364833}",25,9,4.947008806177754,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 0}",1
254,False,"{'a': 0.5, 'e': 0.07786448720191184}",25,13,22.514274637129866,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
255,False,"{'a': 0.5, 'e': 0.07708584232989273}",20,10,17.36492534962031,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
256,False,"{'a': 0.5, 'e': 0.0763149839065938}",20,0,34.23567481096975,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
257,False,"{'a': 0.5, 'e': 0.07555183406752786}",30,18,24.344445244401665,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
258,False,"{'a': 0.5, 'e': 0.07479631572685258}",30,16,13.462970914412011,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
259,False,"{'a': 0.5, 'e': 0.07404835256958406}",20,3,-18.446602030383048,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
260,False,"{'a': 0.5, 'e': 0.07330786904388821}",25,0,31.0301606367929,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
261,False,"{'a': 0.5, 'e': 0.07257479035344933}",25,9,17.643016376726823,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
262,False,"{'a': 0.5, 'e': 0.07184904244991483}",25,10,26.74427361147228,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
263,False,"{'a': 0.5, 'e': 0.07113055202541568}",20,7,24.25771954550728,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
264,False,"{'a': 0.5, 'e': 0.07041924650516153}",20,13,13.543796378079627,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
265,False,"{'a': 0.5, 'e': 0.06971505404010991}",25,0,-31.195057787240955,"{0: 23, 1: 0, 2: 0, 3: 1, 4: 1}",0
266,False,"{'a': 0.5, 'e': 0.06901790349970881}",30,17,27.7513265529233,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
267,False,"{'a': 0.5, 'e': 0.06832772446471172}",20,6,16.03527071778764,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
268,False,"{'a': 0.5, 'e': 0.0676444472200646}",20,12,13.757783766204861,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
269,False,"{'a': 0.5, 'e': 0.06696800274786396}",25,14,22.03938028264378,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
270,False,"{'a': 0.5, 'e': 0.06629832272038531}",25,15,18.5679802234088,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
271,False,"{'a': 0.5, 'e': 0.06563533949318147}",20,0,4.096817742330383,"{0: 17, 1: 3, 2: 0, 3: 0, 4: 0}",0
272,False,"{'a': 0.5, 'e': 0.06497898609824965}",25,12,12.930517458750804,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
273,False,"{'a': 0.5, 'e': 0.06432919623726716}",25,10,22.205970910607252,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
274,False,"{'a': 0.5, 'e': 0.06368590427489448}",20,16,6.523634786865493,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
275,False,"{'a': 0.5, 'e': 0.06304904523214554}",25,0,39.38724876963799,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
276,False,"{'a': 0.5, 'e': 0.06241855477982408}",20,0,35.60076269594096,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
277,False,"{'a': 0.5, 'e': 0.06179436923202584}",30,24,8.440157253621889,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
278,False,"{'a': 0.5, 'e': 0.06117642553970558}",35,0,53.01793744324106,"{0: 35, 1: 0, 2: 0, 3: 0, 4: 0}",0
279,False,"{'a': 0.5, 'e': 0.06056466128430853}",25,7,33.50492471581561,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
280,False,"{'a': 0.5, 'e': 0.05995901467146544}",30,5,-13.433816459130174,"{0: 22, 1: 0, 2: 1, 3: 2, 4: 0}",1
281,False,"{'a': 0.5, 'e': 0.059359424524750785}",20,8,23.22811101877448,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
282,False,"{'a': 0.5, 'e': 0.05876583027950327}",30,20,6.8940870293309375,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
283,False,"{'a': 0.5, 'e': 0.05817817197670824}",20,8,19.46697562500052,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
284,False,"{'a': 0.5, 'e': 0.05759639025694116}",20,4,4.980813348063474,"{0: 15, 1: 0, 2: 0, 3: 1, 4: 0}",1
285,False,"{'a': 0.5, 'e': 0.057020426354371746}",20,12,13.77750775357669,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
286,False,"{'a': 0.5, 'e': 0.05645022209082803}",25,13,12.365070907158813,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
287,False,"{'a': 0.5, 'e': 0.05588571986991975}",25,3,38.276064884143146,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
288,False,"{'a': 0.5, 'e': 0.05532686267122055}",20,6,23.971180480353798,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
289,False,"{'a': 0.5, 'e': 0.05477359404450834}",30,22,18.319223139967335,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
290,False,"{'a': 0.5, 'e': 0.05422585810406326}",20,11,16.985541731550843,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
291,False,"{'a': 0.5, 'e': 0.05368359952302263}",20,15,9.152037896941284,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
292,False,"{'a': 0.5, 'e': 0.0531467635277924}",20,14,9.282358770952076,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
293,False,"{'a': 0.5, 'e': 0.05261529589251448}",25,0,39.6479516515513,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",1
294,False,"{'a': 0.5, 'e': 0.05208914293358933}",25,13,27.089777980682182,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
295,False,"{'a': 0.5, 'e': 0.05156825150425344}",30,3,0.20878013985617883,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 1}",1
296,False,"{'a': 0.5, 'e': 0.0510525689892109}",20,8,-9.404172999276064,"{0: 10, 1: 1, 2: 0, 3: 1, 4: 0}",1
297,False,"{'a': 0.5, 'e': 0.050542043299318794}",25,13,22.39101224350222,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
298,False,"{'a': 0.5, 'e': 0.050036622866325604}",20,10,16.476275951082414,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
299,False,"{'a': 0.5, 'e': 0.04953625663766235}",30,0,34.84588988100117,"{0: 29, 1: 0, 2: 1, 3: 0, 4: 0}",0
300,False,"{'a': 0.5, 'e': 0.04904089407128572}",25,11,28.41967526763701,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
301,False,"{'a': 0.5, 'e': 0.04855048513057287}",25,17,13.476811183774444,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
302,False,"{'a': 0.5, 'e': 0.04806498027926714}",30,13,-6.636155038083076,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
303,False,"{'a': 0.5, 'e': 0.047584330476474465}",20,5,-55.65918085505115,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 2}",1
304,False,"{'a': 0.5, 'e': 0.04710848717170972}",20,10,21.59934268194049,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
305,False,"{'a': 0.5, 'e': 0.04663740229999262}",20,3,29.091638295509128,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
306,False,"{'a': 0.5, 'e': 0.046171028276992696}",25,13,9.772683131676851,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
307,False,"{'a': 0.5, 'e': 0.045709317994222766}",20,0,-8.06069057553089,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
308,False,"{'a': 0.5, 'e': 0.04525222481428054}",25,0,41.6492306392111,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
309,False,"{'a': 0.5, 'e': 0.04479970256613774}",20,0,30.48849597706939,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
310,False,"{'a': 0.5, 'e': 0.044351705540476356}",25,18,10.648825617573259,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
311,False,"{'a': 0.5, 'e': 0.043908188485071595}",20,1,27.854168176151767,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
312,False,"{'a': 0.5, 'e': 0.04346910660022087}",25,12,21.777025621007517,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
313,False,"{'a': 0.5, 'e': 0.04303441553421867}",20,0,32.95679637297116,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
314,False,"{'a': 0.5, 'e': 0.04260407137887648}",25,10,27.98409279691188,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
315,False,"{'a': 0.5, 'e': 0.04217803066508771}",20,10,17.73151412096918,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
316,False,"{'a': 0.5, 'e': 0.04175625035843684}",30,8,33.61517339821786,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
317,False,"{'a': 0.5, 'e': 0.041338687854852466}",20,2,-17.694342805068192,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 1}",1
318,False,"{'a': 0.5, 'e': 0.040925300976303945}",35,0,41.00033346280137,"{0: 34, 1: 1, 2: 0, 3: 0, 4: 0}",1
319,False,"{'a': 0.5, 'e': 0.0405160479665409}",20,12,14.229051247141049,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
320,False,"{'a': 0.5, 'e': 0.040110887486875496}",20,14,10.419812298637204,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
321,False,"{'a': 0.5, 'e': 0.03970977861200674}",20,14,10.463266385496473,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
322,False,"{'a': 0.5, 'e': 0.039312680825886674}",20,3,28.528421598229507,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
323,False,"{'a': 0.5, 'e': 0.038919554017627804}",25,0,40.71622148497699,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
324,False,"{'a': 0.5, 'e': 0.03853035847745152}",20,2,34.44825966327297,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
325,False,"{'a': 0.5, 'e': 0.03814505489267701}",25,8,24.942622198820917,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
326,False,"{'a': 0.5, 'e': 0.03776360434375024}",25,7,33.32411520426636,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
327,False,"{'a': 0.5, 'e': 0.03738596830031274}",25,8,-13.903543860870421,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
328,False,"{'a': 0.5, 'e': 0.03701210861730961}",30,17,-20.647647502933303,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
329,False,"{'a': 0.5, 'e': 0.03664198753113651}",30,7,35.633335294114374,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
330,False,"{'a': 0.5, 'e': 0.036275567655825146}",20,0,29.86608899441374,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
331,False,"{'a': 0.5, 'e': 0.03591281197926689}",25,0,37.13967739657982,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
332,False,"{'a': 0.5, 'e': 0.035553683859474224}",20,9,20.677871899839243,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
333,False,"{'a': 0.5, 'e': 0.035198147020879485}",20,8,23.85677392609627,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
334,False,"{'a': 0.5, 'e': 0.03484616555067069}",25,17,-5.629930615798089,"{0: 7, 1: 0, 2: 0, 3: 1, 4: 0}",1
335,False,"{'a': 0.5, 'e': 0.03449770389516398}",20,8,19.441018809277505,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
336,False,"{'a': 0.5, 'e': 0.03415272685621234}",30,18,19.515848602080368,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
337,False,"{'a': 0.5, 'e': 0.03381119958765022}",25,18,10.907654642889707,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
338,False,"{'a': 0.5, 'e': 0.03347308759177372}",25,13,25.431976280630185,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
339,False,"{'a': 0.5, 'e': 0.03313835671585598}",25,0,-6.031848707571816,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",0
340,False,"{'a': 0.5, 'e': 0.03280697314869742}",25,12,19.371025678260573,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
341,False,"{'a': 0.5, 'e': 0.03247890341721044}",30,15,27.402409877064386,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
342,False,"{'a': 0.5, 'e': 0.03215411438303834}",25,3,37.05387309528217,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
343,False,"{'a': 0.5, 'e': 0.031832573239207955}",20,13,11.934209666423783,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
344,False,"{'a': 0.5, 'e': 0.031514247506815876}",30,0,39.82507042538717,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
345,False,"{'a': 0.5, 'e': 0.031199105031747717}",20,0,14.913659663069414,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
346,False,"{'a': 0.5, 'e': 0.03088711398143024}",20,3,29.948422944325852,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
347,False,"{'a': 0.5, 'e': 0.030578242841615935}",25,8,6.467654549175444,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 0}",1
348,False,"{'a': 0.5, 'e': 0.030272460413199778}",25,3,35.802088678660525,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
349,False,"{'a': 0.5, 'e': 0.02996973580906778}",25,7,29.823277620002287,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
350,False,"{'a': 0.5, 'e': 0.029670038450977102}",30,9,39.30363345790976,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
351,False,"{'a': 0.5, 'e': 0.02937333806646733}",25,8,-9.073315155742527,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
352,False,"{'a': 0.5, 'e': 0.029079604685802656}",30,13,24.791785713230638,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
353,False,"{'a': 0.5, 'e': 0.02878880863894463}",25,0,38.83806894564482,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",1
354,False,"{'a': 0.5, 'e': 0.02850092055255518}",30,18,25.213536617419877,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
355,False,"{'a': 0.5, 'e': 0.02821591134702963}",30,12,7.999217126480494,"{0: 17, 1: 0, 2: 0, 3: 1, 4: 0}",1
356,False,"{'a': 0.5, 'e': 0.027933752233559334}",20,16,9.42703647459936,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
357,False,"{'a': 0.5, 'e': 0.027654414711223742}",20,14,14.769950688508017,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
358,False,"{'a': 0.5, 'e': 0.027377870564111503}",30,0,38.161686724873476,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
359,False,"{'a': 0.5, 'e': 0.02710409185847039}",20,9,20.976355250901513,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
360,False,"{'a': 0.5, 'e': 0.026833050939885684}",25,0,36.18171948661941,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
361,False,"{'a': 0.5, 'e': 0.026564720430486827}",20,0,24.071239735536793,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
362,False,"{'a': 0.5, 'e': 0.026299073226181958}",30,15,26.59185354694608,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
363,False,"{'a': 0.5, 'e': 0.026036082493920136}",25,9,29.746370794783484,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
364,False,"{'a': 0.5, 'e': 0.025775721668980935}",20,0,30.309560199601336,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
365,False,"{'a': 0.5, 'e': 0.025517964452291125}",25,9,16.8570027706724,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
366,False,"{'a': 0.5, 'e': 0.025262784807768213}",20,14,9.550578085678978,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
367,False,"{'a': 0.5, 'e': 0.025010156959690534}",20,16,6.917125796689472,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
368,False,"{'a': 0.5, 'e': 0.024760055390093627}",20,6,21.7490683192058,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
369,False,"{'a': 0.5, 'e': 0.02451245483619269}",20,0,34.547735800039895,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
370,False,"{'a': 0.5, 'e': 0.024267330287830763}",25,19,10.215744337893693,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
371,False,"{'a': 0.5, 'e': 0.024024656984952455}",20,14,11.34155769995672,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
372,False,"{'a': 0.5, 'e': 0.02378441041510293}",30,12,30.798158663032,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
373,False,"{'a': 0.5, 'e': 0.0235465663109519}",20,4,18.839013902280268,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
374,False,"{'a': 0.5, 'e': 0.02331110064784238}",30,16,25.393604525599994,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
375,False,"{'a': 0.5, 'e': 0.02307798964136396}",20,10,18.083363987730404,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
376,False,"{'a': 0.5, 'e': 0.022847209744950317}",20,13,11.599765871643429,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
377,False,"{'a': 0.5, 'e': 0.022618737647500813}",20,14,12.628434476384129,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
378,False,"{'a': 0.5, 'e': 0.022392550271025807}",25,0,24.49534501734545,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
379,False,"{'a': 0.5, 'e': 0.022168624768315548}",25,18,14.312832001136012,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
380,False,"{'a': 0.5, 'e': 0.021946938520632394}",30,20,20.203458790192563,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
381,False,"{'a': 0.5, 'e': 0.02172746913542607}",25,12,20.5306242736718,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
382,False,"{'a': 0.5, 'e': 0.021510194444071807}",35,21,26.037940893258057,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
383,False,"{'a': 0.5, 'e': 0.021295092499631088}",25,13,24.11060870828417,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
384,False,"{'a': 0.5, 'e': 0.02108214157463478}",30,13,29.121412985485655,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
385,False,"{'a': 0.5, 'e': 0.02087132015888843}",30,8,36.227695657800886,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
386,False,"{'a': 0.5, 'e': 0.020662606957299545}",30,10,36.96941210362584,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
387,False,"{'a': 0.5, 'e': 0.02045598088772655}",25,9,27.38612764195146,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
388,False,"{'a': 0.5, 'e': 0.020251421078849283}",25,10,23.038930832480844,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
389,False,"{'a': 0.5, 'e': 0.02004890686806079}",20,2,28.429923619119474,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
390,False,"{'a': 0.5, 'e': 0.019848417799380184}",20,14,11.010641384544616,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
391,False,"{'a': 0.5, 'e': 0.01964993362138638}",25,12,-3.753680678397293,"{0: 12, 1: 0, 2: 0, 3: 1, 4: 0}",1
392,False,"{'a': 0.5, 'e': 0.019453434285172516}",30,18,21.997476121716023,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
393,False,"{'a': 0.5, 'e': 0.01925889994232079}",20,7,20.871043846263298,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
394,False,"{'a': 0.5, 'e': 0.019066310942897582}",25,11,20.819939190089965,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
395,False,"{'a': 0.5, 'e': 0.01887564783346861}",25,5,39.38213390918248,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
